Created By,Reported On,Created On,Travel Time,Incident Id,Customer,Location,Contract,Priority,SLA,Servicing Team,Category,Service Type,Subject,Technician,Item Id,Incident Summary,Resolution Summary,Task Summary,Model No,Serial No,ATM ID,Part Number,Service Report No,Task ID,Task Description,Task Type,Task Status,Hours to be Billed,Status,Contact Person,Zone-wise,ATM Installation Date,ATM Age,No. of Years,Intervention Type,Intervention Time,Geo,Day of the Week,Group by Week,WEEKNUM,MONTH,YEAR,Time Taken,Start DateTime,End DateTime,Month
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113328,Bank 11,Plaine Verte,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 4,1702.0,11:56 - MCB 3134 - PLAINE VERTE - CASH HANDLER FAULTY - CT RICHARD 4072974,Model: 6634 S/n:8351981252 Issue with Cash Handler S2 Trouble shoot: Issue Need to collect spare part from store,Model: 6634 S/n:8351981252 Issue with Cash Handler S2 Trouble shoot: Issue Need to collect spare part from store,6634 GBRU,83-51981252,3134,6634 GBRU,ATM - MCB SLA,13323.0,Model: 6634 S/n:8351981252 Issue with Cash Handler S2 Trouble shoot: Issue Need to collect spare part from store,Work Request,Closed,45.0,Closed,Contact MRU,Undefined,To be determined,4.041095890410959,4 Years old,ATM Interventions,Before 5PM,Mauritius,Mon,,,Jan,2023,00:45:00,2023-01-16 13:45:00,2023-01-16 14:30:00,Jan
Rakesh,2023-01-15 00:00:00,2023-01-16,01:20,113329,Bank 2,Beau Plan,2021-01-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 1,1921.0,ABSA BEAU PLAN - CASH HANDLER FAULTY - DONE 15/01/2023,"REPAIR + SERVICE CARD READER. CLEAN TRACK, SENSORS & MAGNETIC HEAD CLEAN, CHECK + ADJUST SHUTTER MECH. REPLACE MOTOR + BELT. MULTIPLE TESTS DONE -OK.",Model: 6634 S/n:8351981252 Issue with Cash Handler S2 Trouble shoot: Issue Need to collect spare part from store,6634,83-43549887,MU2614,6634,ATM - ABSA SLA,13248.0,Model: 6634 S/n:8351981252 Issue with Cash Handler S2 Trouble shoot: Issue Need to collect spare part from store,Work Request,Closed,75.0,Closed,Contact MRU,Zone 4 (North&East),2015-12-14 00:00:00,7.863013698630137,8 Years old,ATM Interventions,Before 5PM,Mauritius,Mon,,,Jan,2023,01:15:00,2023-01-16 14:15:00,2023-01-16 15:30:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113330,Bank 11,"Edith Cavell, Port-Louis",2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,1704.0,"SERVICING - MCB - 3312 - EDITH CAVELL, PORT-LOUIS - 6634GBRU - 83-51981018 - BU",83-51981018,Servicing done Clean up all modules Change all gears on both pick modules and pick arm on first cassette Run test and found ok,6634 GBRU,83-51981018,3312,6634 GBRU,ATM - MCB SLA,13414.0,Servicing done Clean up all modules Change all gears on both pick modules and pick arm on first cassette Run test and found ok,Work Request,Closed,90.0,Closed,Contact MRU,Undefined,2013-06-09 00:00:00,10.378082191780821,10 Years old,ATM Servicing,Before 5PM,Mauritius,Mon,,,Jan,2023,01:30:00,2023-01-16 10:45:00,2023-01-16 12:15:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113331,Bank 11,Tribeca Mall,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,1582.0,"SERVICING - MCB - 3112 - EDITH CAVELL, PORT-LOUIS - 6626 - 83-44581738 - BU",83-44581738,Servicing done Clean up all modules. Change double gears on first pick modules Run loop test and found ok,6626,83-44581738,5703,6626,ATM - MCB SLA,13413.0,Servicing done Clean up all modules. Change double gears on first pick modules Run loop test and found ok,Work Request,Closed,90.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),2013-05-23 00:00:00,10.424657534246576,10 Years old,ATM Servicing,Before 5PM,Mauritius,Mon,,,Jan,2023,01:30:00,2023-01-16 12:15:00,2023-01-16 13:45:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113332,Bank 3,Port-Louis,2021-01-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,2017.0,SERVICING - BARODA - PORT-LOUIS - 6634 - 83-51981341 - BU - RDV 14:30,83-51981341,"Servicing done Clean up all module on atm Clean up SNT, check gears and cups Clean up exit sensor on receipt printer",6634,83-51981341,ATM ID Missing,6634,"AT Mon-Sat:08:00 to 20:00,Sun&Ph 08:00 to 13:00",13412.0,"Servicing done Clean up all module on atm Clean up SNT, check gears and cups Clean up exit sensor on receipt printer",Work Request,Closed,60.0,Closed,Contact MRU,Zone 1 (Port-Louis),2017-01-26 00:00:00,6.742465753424658,7 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Jan,2023,01:00:00,2023-01-17 14:30:00,2023-01-17 15:30:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113334,Bank 5,Port-Louis Head Office,2021-01-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,2115.0,SERVICING - HABIB - HBLRHILL - ROSE-HILL - 6634 - 13-42898969 - BU - CT ROSHANA 2177660,Preventive maintenance,"PM done complete. Serviced card reader, journal printer and receipt printer. Serviced cash handler - cleaned belts and sensors, check and lubricate all gears & pick arms. Test cash done several times - tested ok. ATM put in service and tested. ATM tested ok.",6634,13-42898970,ATM ID Missing,6634,"AT Comprehensive,weekdays from08:00 to 16:30",13445.0,"PM done complete. Serviced card reader, journal printer and receipt printer. Serviced cash handler - cleaned belts and sensors, check and lubricate all gears & pick arms. Test cash done several times - tested ok. ATM put in service and tested. ATM tested ok.",Work Request,Closed,75.0,Closed,Contact MRU,Zone 1 (Port-Louis),To be determined,6.742465753424658,7 Years old,ATM Servicing,Before 5PM,Mauritius,Mon,,,Jan,2023,01:15:00,2023-01-16 10:05:00,2023-01-16 11:20:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113337,Bank 11,Curepipe,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 3,1554.0,SERVICING - MCB - 3502 - CUREPIPE - 6626 - 83-44583388 - BU -CT 4072128 RDV 14:30,"Cash handler checked.Air filter cleaned Pick arm 1,3 and 4 changed. Drive segment 1,3 and 4 changed. T36 gear changed on presenter. 1 single gear changed. MCRW tested ok. Magnetic head cleaned. Receip printer working fine. ATM cleaned with blower. ATM in service working fine. Transactions pass.","Cash handler checked.Air filter cleaned Pick arm 1,3 and 4 changed. Drive segment 1,3 and 4 changed. T36 gear changed on presenter. 1 single gear changed. MCRW tested ok. Magnetic head cleaned. Receip printer working fine. ATM cleaned with blower. ATM in service working fine. Transactions pass.",6626,83-44583388,3502,6626,ATM - MCB SLA,13381.0,"Cash handler checked.Air filter cleaned Pick arm 1,3 and 4 changed. Drive segment 1,3 and 4 changed. T36 gear changed on presenter. 1 single gear changed. MCRW tested ok. Magnetic head cleaned. Receip printer working fine. ATM cleaned with blower. ATM in service working fine. Transactions pass.",Work Request,Closed,95.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,6.742465753424658,7 Years old,ATM Servicing,Before 5PM,Mauritius,Mon,,,Jan,2023,01:35:00,2023-01-16 14:35:00,2023-01-16 16:10:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113340,Bank 11,Plaine Verte,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 4,1583.0,P VERTE M 3134 REPLACE PARTS ON CASH HANDLER DATE 16/1/23,Completed call Shutdown machine Dismantle module Replace various Gear & fix mechanism properly Run several test: completed successfully,Completed call Shutdown machine Dismantle module Replace various Gear & fix mechanism properly Run several test: completed successfully,6634 GBRU,83-51981252,3134,6634 GBRU,ATM - MCB SLA,13325.0,Completed call Shutdown machine Dismantle module Replace various Gear & fix mechanism properly Run several test: completed successfully,Work Request,Closed,60.0,Closed,Contact MRU,Zone 1 (Port-Louis),2013-05-23 00:00:00,10.424657534246576,10 Years old,ATM Interventions,Before 5PM,Mauritius,Mon,,,Jan,2023,01:00:00,2023-01-16 15:50:00,2023-01-16 16:50:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113342,Bank 11,Mahebourg-London Supermarket,2021-07-ATM-1,Priority 3,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Receipt printer,Technician 3,1724.0,MCB ATM 4102 London Mahebourg. ATM 4102 Fault Receipt Printer Faulty Caudan Security 52526270 DATE 17/1/23,RECEIPT PRINTER,"REPAIRS DONE ON RECEIPT PRINTER. CLEAN SENSORS, ROLLERS AND THERMAL PRINT HEAD. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",6627,83-46467680,4102,6627,ATM - MCB SLA,13299.0,"REPAIRS DONE ON RECEIPT PRINTER. CLEAN SENSORS, ROLLERS AND THERMAL PRINT HEAD. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",Work Request,Closed,0.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2019-11-11 00:00:00,3.9506849315068493,4 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,00:00:00,2023-01-17 07:00:00,2023-01-17 07:00:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:40,113343,Bank 11,Lallmatie,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 1,1681.0,SERVICING - MCB - 3125 - LALLMATIE - 6634GBRU - 13-55704757 - BU - WRONG SERIAL NUMBER ON SSD.,S/N 13-55704758 SERVICING OF ATM. CHECK ALL DEVICES-OK.,"REPAIRS DONE ON RECEIPT PRINTER. CLEAN SENSORS, ROLLERS AND THERMAL PRINT HEAD. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",6626,83-46467679,3225,6626,ATM - MCB SLA,13247.0,"REPAIRS DONE ON RECEIPT PRINTER. CLEAN SENSORS, ROLLERS AND THERMAL PRINT HEAD. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",Work Request,Closed,160.0,Closed,Contact MRU,Zone 4 (North&East),2019-11-17 00:00:00,3.9342465753424656,4 Years old,ATM Servicing,Before 5PM,Mauritius,Mon,,,Jan,2023,02:40:00,2023-01-16 10:20:00,2023-01-16 13:00:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113347,Bank 11,St.Pierre,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 5,1637.0,SERVICING - MCB - 3221 - ST.PIERRE - 6626 - 83-46466311 - BU - CT 4072542,ER GEARS GEARS PULLEY SUCTION CUPS,"REPAIRED MCRW REPLACED CAPTURE ROLLERS ,ROLLER ,IDLER GEARS GEARS PULLEY SUCTION CUPS",6626,83-46466311,3221,6626,ATM - MCB SLA,13238.0,"REPAIRED MCRW REPLACED CAPTURE ROLLERS ,ROLLER ,IDLER GEARS GEARS PULLEY SUCTION CUPS",Work Request,Closed,130.0,Closed,Contact MRU,Zone 4 (North&East),2021-12-09 00:00:00,1.8712328767123287,2 Years old,ATM Servicing,Before 5PM,Mauritius,Mon,,,Jan,2023,02:10:00,2023-01-16 11:15:00,2023-01-16 13:25:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-16,0:0:0,113348,Bank 3,Rose-Belle,2021-01-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 3,2014.0,SERVICING - BARODA - - ROSE-BELLE - 6634 - 83-43551090 - BU,"Servicing Clean all pick module sensor Grease all Gears Change gears accordingly Verify all belts - clean all Check all ATM devices: -Card reader - All test pass -Journal Printer -Sensor clean , printer head clean -Recipe printer- Sensor clean - printer head clear, fascia alignment test done -Gop - calibrate Cash handler self test done- all test pass Atm put in service, Withdrawals done successfully by bank of baroda client","Servicing Clean all pick module sensor Grease all Gears Change gears accordingly Verify all belts - clean all Check all ATM devices: -Card reader - All test pass -Journal Printer -Sensor clean , printer head clean -Recipe printer- Sensor clean - printer head clear, fascia alignment test done -Gop - calibrate Cash handler self test done- all test pass Atm put in service, Withdrawals done successfully by bank of baroda client",6634,83-43551090,ATM ID Missing,6634,"AT Mon-Sat:08:00 to 20:00,Sun&Ph 08:00 to 13:00",14401.0,"Servicing Clean all pick module sensor Grease all Gears Change gears accordingly Verify all belts - clean all Check all ATM devices: -Card reader - All test pass -Journal Printer -Sensor clean , printer head clean -Recipe printer- Sensor clean - printer head clear, fascia alignment test done -Gop - calibrate Cash handler self test done- all test pass Atm put in service, Withdrawals done successfully by bank of baroda client",Work Request,Closed,90.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,1.8712328767123287,2 Years old,ATM Servicing,Before 5PM,Mauritius,Mon,,,Jan,2023,01:30:00,2023-01-16 10:00:00,2023-01-16 11:30:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-17,0:0:0,113349,Bank 11,Mahebourg,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 3,1690.0,ATM 3304 Mahebourg – 1) Recurrent Card Reader Faulty despite new card reader assigned on ATM date 17/1/23,CARD READER,"REPAIRS DONE ON CARD READER. CLEAN HEADS, SENSORS AND ROLLERS. ALIGNMENT DONE ON MAG STRIPE HEAD. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",6634 GBRU,83-51981011,3304,6634 GBRU,ATM - MCB SLA,13303.0,"REPAIRS DONE ON CARD READER. CLEAN HEADS, SENSORS AND ROLLERS. ALIGNMENT DONE ON MAG STRIPE HEAD. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",Work Request,Closed,0.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,1.8712328767123287,2 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,00:00:00,2023-01-17 07:00:00,2023-01-17 07:00:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-17,0:0:0,113350,Bank 11,Mahebourg,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Cassette,Technician 3,1690.0,"ATM 3304 Mahebourg – 2) Check Cassette configuration for the GBRU, one cassette not accepting notes (please confirm cassette type once onsite) date 17/1/23",GBRU,"REPAIRS DONE ON GBRU. REPLACE MOTOR HOLDING SCREWS. ADJUST FRAME OF MOTOR. (3RD PICK POSITION.) HOWEVER 2ND POSITION MOTOR IS DAMAGED. SAME TO BE REPLACED NEXT DAY. ALLOWING GBRU TO ACCEPT NOTES IN 1ST, 3RD AND 4TH CASSETTE. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",6634 GBRU,83-51981011,3304,6634 GBRU,ATM - MCB SLA,13305.0,"REPAIRS DONE ON GBRU. REPLACE MOTOR HOLDING SCREWS. ADJUST FRAME OF MOTOR. (3RD PICK POSITION.) HOWEVER 2ND POSITION MOTOR IS DAMAGED. SAME TO BE REPLACED NEXT DAY. ALLOWING GBRU TO ACCEPT NOTES IN 1ST, 3RD AND 4TH CASSETTE. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",Work Request,Closed,105.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2018-03-10 00:00:00,5.624657534246575,5 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,01:45:00,2023-01-17 11:45:00,2023-01-17 13:30:00,Jan
Rakesh,2023-01-16 00:00:00,2023-01-17,0:0:0,113351,Bank 11,Mahebourg,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician 3,1690.0,ATM 3304 Mahebourg – 3) Unable to close GBRU module properly DATE 17/1/23,GBRU,ADJUSTMENT DONE ON GBRU MOUNTING FRAME. TESTS DONE OK. IN SERVICE TESTS DONE OK.,6634 GBRU,83-51981011,3304,6634 GBRU,ATM - MCB SLA,13304.0,ADJUSTMENT DONE ON GBRU MOUNTING FRAME. TESTS DONE OK. IN SERVICE TESTS DONE OK.,Work Request,Closed,35.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2018-03-10 00:00:00,5.624657534246575,5 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,00:35:00,2023-01-17 11:10:00,2023-01-17 11:45:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113353,Bank 11,Beau-Bassin,2021-07-ATM-1,Priority 3,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 5,1892.0,MCB BBASSIN M 3311 PM MODEL 6627 DATE 17/1/23,"REPAIRED MCRW REPLACED CAPTURE ROLLERS ROLLER BEARINGS INSERT,6 VERTICAL TRANSFER BELTS","REPAIRED MCRW REPLACED CAPTURE ROLLERS ROLLER BEARINGS INSERT,6 VERTICAL TRANSFER BELTS",6627 Touch,94-55730461,3311,6627 Touch,ATM - MCB SLA,13496.0,"REPAIRED MCRW REPLACED CAPTURE ROLLERS ROLLER BEARINGS INSERT,6 VERTICAL TRANSFER BELTS",Work Request,Closed,171.0,Closed,Contact MRU,Undefined,To be determined,5.624657534246575,5 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Jan,2023,02:51:00,2023-01-17 10:05:00,2023-01-17 12:56:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113355,Bank 11,"PLMB, Port-Louis",2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,SCPM,Technician 4,1576.0,MCB M 9301 PLMB CPM FAULTY IMAGE ISSUE Contact Loic 202 7877 DATE 17/1/23,"Issue with SCPM ""Transfer Image"" Trouble Issue with Jeetun Waiting IT MCB to change in Password 60min Restart application Test done: found working properly","Issue with SCPM ""Transfer Image"" Trouble Issue with Jeetun Waiting IT MCB to change in Password 60min Restart application Test done: found working properly",6634,83-51982103,9301,6634,ATM - MCB SLA,13328.0,"Issue with SCPM ""Transfer Image"" Trouble Issue with Jeetun Waiting IT MCB to change in Password 60min Restart application Test done: found working properly",Work Request,Closed,130.0,Closed,Contact MRU,Zone 1 (Port-Louis),To be determined,5.624657534246575,5 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,02:10:00,2023-01-17 13:30:00,2023-01-17 15:40:00,Jan
Alvin,Date missing,2023-01-17,0:0:0,113356,Bank Sey,Location missing,2021-01-ATM-1,Priority missing,24 Hour SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,E-journal,Technician Sey,1576.0,BNA CARAVELLE 3 - 12/01/2023 LOGS MISSING,Log Retrievall,Retrieved logs for EJ dated 12/01/23 and XSF log for GBRU Dated 26/12/22. In Service.,Model No. missing,serial number missing,ATM ID Missing,Model No. missing,ATM - SLA MCB SEYCHELLES,13379.0,Retrieved logs for EJ dated 12/01/23 and XSF log for GBRU Dated 26/12/22. In Service.,Work Request,Closed,25.0,Closed,Contact Sey,Seychelles,2011-03-11 00:00:00,12.627397260273973,12 Years old,ATM Interventions,Before 5PM,Seychelles,Wed,,,Jan,2023,00:25:00,2023-01-18 14:30:00,2023-01-18 14:55:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,01:0,113357,Bank 7,Goodlands,2022-01-ATM-2,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Journal printer,Technician 1,3151.0,Pin Pad and Journal Printer faulty @ Goodlands,1. CLEAN PIN GUARD & FASCIA AND FIX. 2. JOURNAL PRINTER TO BE REPLACED-INFORM NOC.,Retrieved logs for EJ dated 12/01/23 and XSF log for GBRU Dated 26/12/22. In Service.,6634,13-42893130,ATM ID Missing,6634,AT Comprehensive weekdays from 8:00 to 20:00 Sat 8:00-20:00 Sun & PH 8:00-13:00,13316.0,Retrieved logs for EJ dated 12/01/23 and XSF log for GBRU Dated 26/12/22. In Service.,Work Request,Closed,115.0,Closed,Contact MRU,Zone 4 (North&East),To be determined,12.627397260273973,12 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,01:55:00,2023-01-17 14:05:00,2023-01-17 16:00:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113365,Bank 11,Mahebourg,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician 3,1690.0,MCB MHG M 3304 REPLACE PARTS DATE 18/1/23,GBRU,REPLACE CASSETTE DRIVE MOTOR OF 2ND POSITION OF GBRU. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TEST DONE ON. ALL NOTES ARE BEING STACKED IN CORRESPONDING CASSETTE.,6634 GBRU,83-51981011,3304,6634 GBRU,ATM - MCB SLA,13444.0,REPLACE CASSETTE DRIVE MOTOR OF 2ND POSITION OF GBRU. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TEST DONE ON. ALL NOTES ARE BEING STACKED IN CORRESPONDING CASSETTE.,Work Request,Closed,85.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2010-07-14 00:00:00,13.284931506849315,13 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,01:25:00,2023-01-18 09:55:00,2023-01-18 11:20:00,Jan
Alvin,Date missing,2023-01-17,0:0:0,113367,Bank Sey,Location missing,2022-01-ATM-1,Priority missing,24 Hour SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Cassette,Technician Sey,3727.0,Cassettes to be replaced/installed,GBRU,2 GBRUs and 2 S1 cassettes to be configured and replaced at the ATM. Cassettes have been handed over to the custodians,6634,83-45466856,ATM ID Missing,6634,ATM - MCB SLA,13561.0,2 GBRUs and 2 S1 cassettes to be configured and replaced at the ATM. Cassettes have been handed over to the custodians,Work Request,Closed,60.0,Closed,Contact Sey,Seychelles,2015-11-15 00:00:00,7.942465753424657,8 Years old,ATM Interventions,Before 5PM,Seychelles,Wed,,,Jan,2023,01:00:00,2023-01-18 12:00:00,2023-01-18 13:00:00,Jan
Alvin,Date missing,2023-01-17,0:0:0,113368,Bank Sey,Location missing,2022-01-ATM-1,Priority missing,24 Hour SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Cassette,Technician Sey,3723.0,Cassettes to be replaced/installed,cassette configuration,Cassette configuration for 1 deposit cassette,6634,83-45466855,ATM ID Missing,6634,ATM - MCB SLA,13562.0,Cassette configuration for 1 deposit cassette,Work Request,Closed,5.0,Closed,Contact Sey,Seychelles,2019-08-17 00:00:00,4.186301369863013,4 Years old,ATM Interventions,Before 5PM,Seychelles,Wed,,,Jan,2023,00:05:00,2023-01-18 11:00:00,2023-01-18 11:05:00,Jan
Alvin,Date missing,2023-01-17,0:0:0,113369,Bank Sey,Location missing,2022-01-ATM-1,Priority missing,24 Hour SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Cassette,Technician Sey,3731.0,Cassettes to be replaced/installed,cassette configuration,Cassette configuration for 1 deposit cassette,6634,83-43549114,ATM ID Missing,6634,ATM - MCB SLA,13563.0,Cassette configuration for 1 deposit cassette,Work Request,Closed,5.0,Closed,Contact Sey,Seychelles,2019-11-17 00:00:00,3.9342465753424656,4 Years old,ATM Interventions,Before 5PM,Seychelles,Wed,,,Jan,2023,00:05:00,2023-01-18 11:00:00,2023-01-18 11:05:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113372,Bank 7,Chemin Grenier,2022-01-ATM-2,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Display Faulty,Technician 3,3145.0,CHEMIN GRENIER - 6634 - DISPLAY FLICKERED - CNT - DANVESH - 57637842 - PLAN ON WEDNESDAY MORNING - 18/01/23,Client display flickering VGA cable change - Flickering persist Diagnostic done Fan of screen clean out Screen and FDK need to change ATM put back in service Withdrawals done successfully,Client display flickering VGA cable change - Flickering persist Diagnostic done Fan of screen clean out Screen and FDK need to change ATM put back in service Withdrawals done successfully,6634,83-43549385,ATM ID Missing,6634,AT Comprehensive weekdays from 8:00 to 20:00 Sat 8:00-20:00 Sun & PH 8:00-13:00,14435.0,Client display flickering VGA cable change - Flickering persist Diagnostic done Fan of screen clean out Screen and FDK need to change ATM put back in service Withdrawals done successfully,Work Request,Closed,45.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,10.868493150684932,11 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,00:45:00,2023-01-17 10:15:00,2023-01-17 11:00:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113374,Bank 11,"PLMB, Port-Louis",2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Cassette,Technician 4,1622.0,MCB 1501 - PLMB - CHANGE CASSETTE - REQUEST FROM BANK,Model: 6626 S/n:83-44276740 Issue with Cash Handler Replace Cassette No:4 MUR 200 & Configuration done Run several test: completed successfully Collect Cassette from Remote Banking office,Model: 6626 S/n:83-44276740 Issue with Cash Handler Replace Cassette No:4 MUR 200 & Configuration done Run several test: completed successfully Collect Cassette from Remote Banking office,6627 Touch,83-44276740,1501,6627 Touch,ATM - MCB SLA,13326.0,Model: 6626 S/n:83-44276740 Issue with Cash Handler Replace Cassette No:4 MUR 200 & Configuration done Run several test: completed successfully Collect Cassette from Remote Banking office,Work Request,Closed,80.0,Closed,Contact MRU,Zone 1 (Port-Louis),2009-07-13 00:00:00,14.287671232876713,14 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,01:20:00,2023-01-17 10:30:00,2023-01-17 11:50:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113376,Bank 11,Stanley,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Advert panel,Technician 2,1758.0,13/01 18:18 - MCB 3129 STANLEY - REPLACE ADVERT PANEL LIGHT FAULTY - CT GUILLAUME 54798444,Advert panel faulty,Advert panel light not switching on. Dismantle ATM frame on fascia and checkd advert panel light. Cable out of connector - placed back cable in connector and test. Advert panel light tested ok. Mount back advert panel light and frame on fascia. Advert panel tested ok.,6626,83-46463149,3129,6626,ATM - MCB SLA,13447.0,Advert panel light not switching on. Dismantle ATM frame on fascia and checkd advert panel light. Cable out of connector - placed back cable in connector and test. Advert panel light tested ok. Mount back advert panel light and frame on fascia. Advert panel tested ok.,Work Request,Closed,55.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),2012-02-06 00:00:00,11.717808219178082,12 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,00:55:00,2023-01-17 11:10:00,2023-01-17 12:05:00,Jan
